,term,ASV,mean,support,supportNeg,signif,sign,CS1,kingdom,phylum,class,order,family,genus,species,model
138,(Intercept),ASV_2411,-5.168166303,0.00225,0.99775,TRUE,negative,2.70018916,k__Fungi,p__Rozellomycota,NA,NA,NA,NA,NA,Presence
139,(Intercept),ASV_430,-5.166073374,0.002,0.998,TRUE,negative,5.18267049,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,NA,Presence
140,(Intercept),ASV_601,-5.146533164,0.00025,0.99975,TRUE,negative,5.77220883,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
141,(Intercept),ASV_189,-5.142960124,0.00175,0.99825,TRUE,negative,6.68863019,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA,Presence
142,(Intercept),ASV_2649,-5.095775325,0.002,0.998,TRUE,negative,5.76927936,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
143,(Intercept),ASV_540,-5.093062955,0.00675,0.99325,TRUE,negative,2.70440306,k__Fungi,p__Rozellomycota,c__Rozellomycotina_cls_Incertae_sedis,o__GS10,NA,NA,NA,Presence
144,(Intercept),ASV_2964,-5.077814098,0.0045,0.9955,TRUE,negative,-6.58207404,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,NA,NA,Presence
145,(Intercept),ASV_701,-5.068958344,0.002,0.998,TRUE,negative,5.77615323,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
146,(Intercept),ASV_790,-5.058921717,0.001,0.999,TRUE,negative,5.76833726,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
147,(Intercept),ASV_2104,-5.035731859,0.00075,0.99925,TRUE,negative,4.42967419,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,NA,Presence
148,(Intercept),ASV_1368,-5.035368252,0.0075,0.9925,TRUE,negative,3.93237125,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Diversisporales,NA,NA,NA,Presence
149,(Intercept),ASV_620,-5.032880841,0,1,TRUE,negative,5.17470777,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,NA,Presence
150,(Intercept),ASV_1954,-5.027212348,0.00225,0.99775,TRUE,negative,3.7642674,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA,Presence
151,(Intercept),ASV_631,-5.021420799,0.005,0.995,TRUE,negative,5.17974807,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,NA,Presence
152,(Intercept),ASV_1666,-5.019584054,0.00175,0.99825,TRUE,negative,5.77066838,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
153,(Intercept),ASV_891,-5.004260554,0.008,0.992,TRUE,negative,5.05428568,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Tetraplosphaeriaceae,g__Tetraplosphaeria,NA,Presence
154,(Intercept),ASV_468,-5.000085807,0.00025,0.99975,TRUE,negative,5.77655342,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
155,(Intercept),ASV_750,-4.968589496,0.002,0.998,TRUE,negative,5.77022732,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
156,(Intercept),ASV_282,-4.967335794,5.00E-04,0.9995,TRUE,negative,-3.06717375,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,NA,NA,Presence
157,(Intercept),ASV_3039,-4.966820563,0.008,0.992,TRUE,negative,2.70006248,k__Fungi,p__Rozellomycota,NA,NA,NA,NA,NA,Presence
158,(Intercept),ASV_1413,-4.965740469,0.00125,0.99875,TRUE,negative,5.02442845,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Sordariales_fam_Incertae_sedis,g__Conlarium,NA,Presence
159,(Intercept),ASV_1915,-4.92337938,0.0015,0.9985,TRUE,negative,2.7206723,k__Fungi,p__Rozellomycota,c__Rozellomycotina_cls_Incertae_sedis,o__GS11,NA,NA,NA,Presence
160,(Intercept),ASV_1595,-4.919856046,0.0065,0.9935,TRUE,negative,5.02354966,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA,Presence
161,(Intercept),ASV_2763,-4.916905997,0.00225,0.99775,TRUE,negative,2.70102307,k__Fungi,p__Rozellomycota,c__Rozellomycotina_cls_Incertae_sedis,o__GS08,NA,NA,NA,Presence
162,(Intercept),ASV_1828,-4.915707027,0.0035,0.9965,TRUE,negative,3.93245257,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Diversisporales,NA,NA,NA,Presence
163,(Intercept),ASV_814,-4.912729064,0.00325,0.99675,TRUE,negative,3.93666273,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Diversisporales,f__Acaulosporaceae,NA,NA,Presence
164,(Intercept),ASV_1511,-4.908910175,0.0045,0.9955,TRUE,negative,5.05886145,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA,Presence
165,(Intercept),ASV_1752,-4.902733622,0.00775,0.99225,TRUE,negative,-6.58217522,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Clitopilus,NA,Presence
166,(Intercept),ASV_781,-4.8959361,0.0025,0.9975,TRUE,negative,5.11521355,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,s__irregularis,Presence
167,(Intercept),ASV_12,-4.880469812,0,1,TRUE,negative,7.0077697,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA,Presence
168,(Intercept),ASV_847,-4.873103336,0.0045,0.9955,TRUE,negative,-6.2237287,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hygrophoraceae,g__Hygrocybe,NA,Presence
169,(Intercept),ASV_713,-4.85816156,0.00225,0.99775,TRUE,negative,5.7735737,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
170,(Intercept),ASV_2024,-4.857573943,0.00625,0.99375,TRUE,negative,4.74050765,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,NA,NA,NA,Presence
171,(Intercept),ASV_2280,-4.837357111,0.0105,0.9895,TRUE,negative,4.73788837,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Dipodascaceae,NA,NA,Presence
172,(Intercept),ASV_138,-4.82589939,0.0095,0.9905,TRUE,negative,-0.11400432,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Erythrobasidiales,f__Erythrobasidiaceae,g__Erythrobasidium,NA,Presence
173,(Intercept),ASV_679,-4.80204994,0.00025,0.99975,TRUE,negative,5.17388026,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,NA,Presence
174,(Intercept),ASV_1861,-4.797860572,0.00425,0.99575,TRUE,negative,5.05849633,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA,Presence
175,(Intercept),ASV_1038,-4.788241253,0.00125,0.99875,TRUE,negative,5.76419981,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
176,(Intercept),ASV_438,-4.785898689,0.00425,0.99575,TRUE,negative,5.11958134,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,s__irregularis,Presence
177,(Intercept),ASV_654,-4.783937466,0.00075,0.99925,TRUE,negative,5.77092116,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
178,(Intercept),ASV_930,-4.782638095,0.00225,0.99775,TRUE,negative,5.77172337,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
179,(Intercept),ASV_54,-4.781279438,0,1,TRUE,negative,5.0216575,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,g__Metarhizium,s__anisopliae,Presence
180,(Intercept),ASV_615,-4.77032109,0.007,0.993,TRUE,negative,3.53488115,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__GS24,NA,NA,NA,Presence
181,(Intercept),ASV_683,-4.76921696,0.00125,0.99875,TRUE,negative,5.7708737,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
182,(Intercept),ASV_1072,-4.763313968,0.0015,0.9985,TRUE,negative,5.77261434,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
183,(Intercept),ASV_1555,-4.757557505,0.0065,0.9935,TRUE,negative,-3.1328741,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Exidiaceae,NA,NA,Presence
184,(Intercept),ASV_942,-4.755393791,0.00075,0.99925,TRUE,negative,5.76118145,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
185,(Intercept),ASV_350,-4.755058171,0.00275,0.99725,TRUE,negative,3.10402766,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__elongata,Presence
186,(Intercept),ASV_1255,-4.741716878,0.00625,0.99375,TRUE,negative,3.40498226,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,NA,Presence
187,(Intercept),ASV_448,-4.735395526,0.00175,0.99825,TRUE,negative,5.77720301,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
188,(Intercept),ASV_2486,-4.712894546,0.0035,0.9965,TRUE,negative,3.93256233,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Diversisporales,NA,NA,NA,Presence
189,(Intercept),ASV_1524,-4.691296672,0.00475,0.99525,TRUE,negative,4.99781787,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__indicum,Presence
190,(Intercept),ASV_517,-4.666561815,0.0045,0.9955,TRUE,negative,5.0504177,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Drechslera,NA,Presence
191,(Intercept),ASV_1802,-4.660610264,0.01375,0.98625,TRUE,negative,2.69185175,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetaceae,g__Spizellomyces,s__punctatus,Presence
192,(Intercept),ASV_137,-4.65749832,0.00075,0.99925,TRUE,negative,5.05164561,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Pyrenochaeta,NA,Presence
193,(Intercept),ASV_53,-4.650407055,0.00575,0.99425,TRUE,negative,4.8999518,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Cladosporium,NA,Presence
194,(Intercept),ASV_1596,-4.650059111,0.007,0.993,TRUE,negative,2.69985638,k__Fungi,p__Rozellomycota,NA,NA,NA,NA,NA,Presence
195,(Intercept),ASV_2176,-4.640443865,0.01375,0.98625,TRUE,negative,2.69173645,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,NA,NA,NA,Presence
196,(Intercept),ASV_58,-4.613286361,0.006,0.994,TRUE,negative,5.05066477,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,NA,Presence
197,(Intercept),ASV_692,-4.61177184,0.0055,0.9945,TRUE,negative,5.77164916,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
198,(Intercept),ASV_2192,-4.60752147,0.00325,0.99675,TRUE,negative,4.91881614,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Septoglomus,s__constrictum,Presence
199,(Intercept),ASV_755,-4.604246747,0,1,TRUE,negative,5.77037806,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
200,(Intercept),ASV_1579,-4.603527544,0.00925,0.99075,TRUE,negative,4.7360933,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,NA,NA,Presence
201,(Intercept),ASV_1157,-4.59916393,0.00175,0.99825,TRUE,negative,5.76916025,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
202,(Intercept),ASV_1207,-4.596255768,0.003,0.997,TRUE,negative,5.06018927,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA,Presence
203,(Intercept),ASV_83,-4.591046554,0.00425,0.99575,TRUE,negative,5.01837228,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA,Presence
204,(Intercept),ASV_1492,-4.581398228,0.01825,0.98175,TRUE,negative,2.69323082,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Angulomycetaceae,g__Angulomyces,s__argentinensis,Presence
205,(Intercept),ASV_1808,-4.56672685,0.012,0.988,TRUE,negative,3.93261366,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Diversisporales,NA,NA,NA,Presence
206,(Intercept),ASV_489,-4.564708918,0.01625,0.98375,TRUE,negative,4.7359873,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,NA,NA,Presence
207,(Intercept),ASV_63,-4.55365947,0.0125,0.9875,TRUE,negative,-6.20842509,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,NA,NA,Presence
208,(Intercept),ASV_1799,-4.535308405,0.00525,0.99475,TRUE,negative,4.99815264,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__indicum,Presence
209,(Intercept),ASV_1002,-4.493045029,0.00225,0.99775,TRUE,negative,5.77149134,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
210,(Intercept),ASV_2436,-4.480480477,0.00325,0.99675,TRUE,negative,3.9731165,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Diversisporales,f__Diversisporaceae,NA,NA,Presence
211,(Intercept),ASV_250,-4.471842335,0.0015,0.9985,TRUE,negative,5.79404497,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
212,(Intercept),ASV_446,-4.463360129,0.00425,0.99575,TRUE,negative,-3.13064499,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Exidiaceae,NA,NA,Presence
213,(Intercept),ASV_711,-4.449039374,0.00175,0.99825,TRUE,negative,5.77350428,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
214,(Intercept),ASV_603,-4.43757266,0.00475,0.99525,TRUE,negative,-3.15339625,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,NA,NA,NA,Presence
215,(Intercept),ASV_267,-4.424830931,0.02225,0.97775,TRUE,negative,2.69494527,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Rhizophydiales_fam_Incertae_sedis,g__Operculomyces,s__laminatus,Presence
216,(Intercept),ASV_335,-4.421725273,0.012,0.988,TRUE,negative,2.73023205,k__Fungi,p__Chytridiomycota,NA,NA,NA,NA,NA,Presence
217,(Intercept),ASV_1805,-4.402695548,0.01125,0.98875,TRUE,negative,4.98033932,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__macrocarpum,Presence
218,(Intercept),ASV_35,-4.378968837,0.00975,0.99025,TRUE,negative,-6.22644212,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Clavaria,s__falcata,Presence
219,(Intercept),ASV_3577,-4.378014989,0.0045,0.9955,TRUE,negative,5.76897859,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
220,(Intercept),ASV_225,-4.37526951,0.01875,0.98125,TRUE,negative,5.04258539,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,NA,NA,Presence
221,(Intercept),ASV_391,-4.365169217,0.00175,0.99825,TRUE,negative,5.78431996,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
222,(Intercept),ASV_264,-4.347973493,0.0075,0.9925,TRUE,negative,3.54090036,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__GS24,NA,NA,NA,Presence
223,(Intercept),ASV_256,-4.34398342,0.01275,0.98725,TRUE,negative,5.04395603,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,NA,NA,Presence
224,(Intercept),ASV_198,-4.337703247,0.0025,0.9975,TRUE,negative,-3.11480665,k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA,NA,Presence
225,(Intercept),ASV_1034,-4.305298473,0.0205,0.9795,TRUE,negative,4.73422652,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Dactylaria,s__mitrata,Presence
226,(Intercept),ASV_542,-4.302738079,0.00775,0.99225,TRUE,negative,5.05907252,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,NA,NA,NA,Presence
227,(Intercept),ASV_1355,-4.297121537,0.00075,0.99925,TRUE,negative,5.06001423,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA,Presence
228,(Intercept),ASV_200,-4.296055565,0.003,0.997,TRUE,negative,-3.08885098,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Thanatephorus,s__cucumeris,Presence
229,(Intercept),ASV_2971,-4.292976677,0.01675,0.98325,TRUE,negative,4.98042969,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__macrocarpum,Presence
230,(Intercept),ASV_791,-4.287588028,0.009,0.991,TRUE,negative,11.27824813,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,Presence
231,(Intercept),ASV_258,-4.285008236,0.00025,0.99975,TRUE,negative,5.78523914,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
232,(Intercept),ASV_882,-4.281451504,0.01275,0.98725,TRUE,negative,5.77370335,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
233,(Intercept),ASV_1464,-4.281381004,0.01225,0.98775,TRUE,negative,-3.09248454,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Thanatephorus,s__cucumeris,Presence
234,(Intercept),ASV_1162,-4.271874009,0.0075,0.9925,TRUE,negative,3.4052102,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,NA,Presence
235,(Intercept),ASV_600,-4.27119944,0.02625,0.97375,TRUE,negative,5.04275348,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,NA,NA,Presence
236,(Intercept),ASV_204,-4.270926815,0.01825,0.98175,TRUE,negative,5.02209919,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA,Presence
237,(Intercept),ASV_373,-4.270760979,0.0135,0.9865,TRUE,negative,5.02342102,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA,Presence
238,(Intercept),ASV_1756,-4.263428648,0.01175,0.98825,TRUE,negative,3.40579821,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__occultum,Presence
239,(Intercept),ASV_583,-4.262096952,0.022,0.978,TRUE,negative,5.05180346,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,s__flanaganii,Presence
240,(Intercept),ASV_231,-4.260125074,0.00225,0.99775,TRUE,negative,5.15129563,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,NA,NA,Presence
241,(Intercept),ASV_15,-4.244598502,0.00875,0.99125,TRUE,negative,5.06063316,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,NA,NA,NA,Presence
242,(Intercept),ASV_893,-4.233152629,0.0065,0.9935,TRUE,negative,5.77113049,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
243,(Intercept),ASV_2896,-4.225811627,0.0125,0.9875,TRUE,negative,4.74032552,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,NA,NA,NA,Presence
244,(Intercept),ASV_1862,-4.218885583,0.009,0.991,TRUE,negative,5.7695244,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
245,(Intercept),ASV_1454,-4.209187573,0.0095,0.9905,TRUE,negative,5.76708643,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
246,(Intercept),ASV_80,-4.208517344,0.009,0.991,TRUE,negative,5.05119125,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Pyrenochaeta,NA,Presence
247,(Intercept),ASV_2077,-4.202707743,0.01125,0.98875,TRUE,negative,5.76994344,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
248,(Intercept),ASV_1651,-4.196480664,0.005,0.995,TRUE,negative,4.4296777,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,NA,Presence
249,(Intercept),ASV_1467,-4.186058112,0.02325,0.97675,TRUE,negative,-6.22363681,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Pluteaceae,g__Pluteus,NA,Presence
250,(Intercept),ASV_2391,-4.178873103,0.012,0.988,TRUE,negative,4.73613129,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,NA,NA,Presence
251,(Intercept),ASV_1206,-4.178354385,0.0225,0.9775,TRUE,negative,5.02321123,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA,Presence
252,(Intercept),ASV_883,-4.164863334,0.004,0.996,TRUE,negative,5.77116817,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
253,(Intercept),ASV_86,-4.163701312,0.01125,0.98875,TRUE,negative,5.95760851,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Branch06,NA,NA,NA,Presence
254,(Intercept),ASV_2413,-4.160246154,0.01125,0.98875,TRUE,negative,5.76882557,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
255,(Intercept),ASV_519,-4.143699524,0.002,0.998,TRUE,negative,2.7193667,k__Fungi,p__Rozellomycota,c__Rozellomycotina_cls_Incertae_sedis,o__GS11,NA,NA,NA,Presence
256,(Intercept),ASV_784,-4.139892834,0.00075,0.99925,TRUE,negative,2.73433252,k__Fungi,p__Chytridiomycota,NA,NA,NA,NA,NA,Presence
257,(Intercept),ASV_978,-4.131024914,0.00775,0.99225,TRUE,negative,-3.13181231,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Exidiaceae,NA,NA,Presence
258,(Intercept),ASV_2206,-4.12791629,0.00475,0.99525,TRUE,negative,3.89284216,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Gigasporales,f__Gigasporaceae,NA,NA,Presence
259,(Intercept),ASV_804,-4.125625905,0.01825,0.98175,TRUE,negative,5.02074148,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA,Presence
260,(Intercept),ASV_359,-4.124374598,0.013,0.987,TRUE,negative,3.10637782,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__elongata,Presence
261,(Intercept),ASV_496,-4.122745563,0.02575,0.97425,TRUE,negative,5.00205863,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Trichosphaeriales,f__Trichosphaeriaceae,g__Nigrospora,s__oryzae,Presence
262,(Intercept),ASV_62,-4.115558082,0.0105,0.9895,TRUE,negative,-6.33369151,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Marasmiaceae,g__Marasmius,NA,Presence
263,(Intercept),ASV_625,-4.11327442,0.022,0.978,TRUE,negative,5.0605531,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA,Presence
264,(Intercept),ASV_624,-4.101595406,0.02525,0.97475,TRUE,negative,5.02297848,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA,Presence
265,(Intercept),ASV_367,-4.101219908,0.01875,0.98125,TRUE,negative,5.12640879,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Phaeomoniellales,f__Phaeomoniellaceae,NA,NA,Presence
266,(Intercept),ASV_336,-4.096224109,0.01175,0.98825,TRUE,negative,2.73021692,k__Fungi,p__Chytridiomycota,NA,NA,NA,NA,NA,Presence
267,(Intercept),ASV_181,-4.095797505,0.002,0.998,TRUE,negative,5.05185245,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Bipolaris,NA,Presence
268,(Intercept),ASV_1391,-4.092475626,0.003,0.997,TRUE,negative,5.7691783,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
269,(Intercept),ASV_456,-4.088624456,0.02175,0.97825,TRUE,negative,2.69874531,k__Fungi,p__Rozellomycota,c__Rozellomycotina_cls_Incertae_sedis,o__GS02,NA,NA,NA,Presence
270,(Intercept),ASV_714,-4.072142368,0.00075,0.99925,TRUE,negative,5.77281165,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
271,(Intercept),ASV_71,-4.05160195,0.0185,0.9815,TRUE,negative,5.04500497,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,NA,NA,Presence
272,(Intercept),ASV_943,-4.046047237,0.0065,0.9935,TRUE,negative,5.77249448,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
